Año;SemanaAño;IdCaptura;Rectangulo;RE;HKE;JAX;LEZ;MAC;OTROS;SQI;WHB
2018;26;267439;1,70E+03;'17E2';5,29;4,1;23,06;0;63,27;0;4,27
2018;26;267440;1,60E+06;'16E5';4,6;18,2;10,22;0;66,97;0;0
2018;26;267452;1,70E+02;'17E1';7,71;0;0;0;0;0;92,29
2018;26;267455;1,70E+02;'17E1';0;0,79;0;0;0;0;99,21
2018;26;267457;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;26;267485;1,60E+03;'16E2';2,86;18,32;8,59;0;70,23;0;0
2018;26;267486;1,60E+03;'16E2';0;0;0;0;100;0;0
2018;26;267497;1,60E+02;'16E1';0;0;0;0;13,13;0;86,87
2018;26;267499;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;26;267529;1,50E+01;'15E0';0;0;0;0;1,55;0;98,45
2018;26;267534;1,50E+01;'15E0';18,8;0;17,09;0;48,72;0;15,38
2018;26;267573;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;26;267575;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;26;267593;1,60E+02;'16E1';1,39;1,69;0;0;0;0;96,92
2018;26;267598;1,70E+02;'17E1';6,14;0;0;0;0;0;93,86
2018;26;267607;1,50E+01;'15E0';0;0;52;0;48;0;0
2018;26;267609;1,60E+03;'16E2';4,31;0;0;0;95,69;0;0
2018;26;267621;1,50E+01;'15E0';0;0;14,69;0;85,31;0;0
2018;26;267628;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;26;267629;1,70E+03;'17E2';18,59;0;0;0;0;0;81,41
2018;26;267630;1,60E+02;'16E1';8,21;8,21;15,67;0;67,91;0;0
2018;26;267640;1,70E+02;'17E1';4,34;0;0;0;0;0;95,66
2018;26;267648;1,70E+03;'17E2';9,5;0;0;0;0;0;90,5
2018;26;267655;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;26;267663;1,60E+03;'16E2';18,8;11,89;9,06;0;60,25;0;0
2018;26;267668;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;26;267677;1,50E+02;'15E1';70,19;0;29,81;0;0;0;0
2018;26;267696;1,60E+02;'16E1';0;77,46;5,4;0;17,14;0;0
2018;26;267697;1,50E+02;'15E1';21,05;0;37,89;0;36,49;4,56;0
2018;26;267718;1,60E+02;'16E1';29,8;0;0;0;70,2;0;0
2018;26;267719;1,60E+02;'16E1';0;0;38,59;0;61,41;0;0
2018;26;267727;1,60E+02;'16E1';0;0;7,33;0;42,93;0;49,74
2018;26;267728;1,50E+01;'15E0';0;0;52,02;0;23,32;0;24,66
2018;26;267743;1,60E+02;'16E1';0;0;49,72;0;0;0;50,28
2018;26;267751;1,60E+02;'16E1';46,34;19,51;10,98;0;4,88;0;18,29
2018;26;267752;1,50E+01;'15E0';13,43;7,46;0;0;79,1;0;0
2018;26;267785;1,60E+07;'16E6';21,37;0,95;8,07;0;64,96;0;4,65
2018;26;267797;1,50E+01;'15E0';0;0;10;0;90;0;0
2018;26;267811;1,60E+06;'16E5';0;0;7,86;0;86,64;0;5,5
2018;26;267812;1,60E+06;'16E5';55,49;0;0;0;44,51;0;0
2018;26;268368;1,50E+08;'15E7';3,38;0;0;0;0;2,03;94,59
2018;26;268398;1,50E+08;'15E7';44,78;0;0;0;2,99;0;52,24
2018;26;268685;1,50E+08;'15E7';4,31;0;0;0;0,29;1,44;93,97
2018;26;268689;1,50E+08;'15E7';6,57;0;0;0;0;8,92;84,51
2018;26;268893;1,50E+08;'15E7';4,03;0;0;0;0;3,23;92,74
2018;26;268948;1,50E+08;'15E7';32,69;0;0;0;38,46;28,85;0
2018;27;269317;1,60E+05;'16E4';0,97;0;0;0;0;0;99,03
2018;27;269322;1,60E+05;'16E4';2,67;2,03;0;0;0;0;95,3
2018;27;270052;1,50E+01;'15E0';0,96;0;0;0;0;0;99,04
2018;27;270090;1,60E+02;'16E1';4,66;3,53;0;0;0;0;91,81
2018;27;270134;1,60E+05;'16E4';5,53;11,57;23,78;0;59,13;0;0
2018;27;270135;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;270146;1,50E+01;'15E0';2,28;0;0;0;0;0;97,72
2018;27;270156;1,50E+01;'15E0';4,87;86,73;0;0;3,47;0;4,93
2018;27;270157;1,70E+02;'17E1';2,11;0;0;0;0;0;97,89
2018;27;270158;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;26;270175;1,60E+03;'16E2';15,19;0;25,32;0;40,51;0;18,99
2018;27;270176;1,60E+03;'16E2';0;8,82;11,76;0;79,41;0;0
2018;27;270260;1,60E+03;'16E2';4,71;31,78;9,42;0;54,09;0;0
2018;27;270261;1,50E+08;'15E7';6,82;0;0;0;7,73;3,64;81,82
2018;27;270275;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;270279;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;270281;1,50E+08;'15E7';14,17;0;0;0;5;13,33;67,5
2018;27;270282;1,50E+02;'15E1';2,71;73,66;0;0;23,64;0;0
2018;27;270283;1,70E+02;'17E1';4,65;0;0;0;0;0;95,35
2018;27;270284;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;27;270289;1,70E+02;'17E1';3,86;0;0;0;0;0;96,14
2018;27;270305;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;270316;1,70E+02;'17E1';1,01;0,74;0;0;0;0;98,25
2018;27;270344;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;270364;1,50E+01;'15E0';3,08;62,64;0;0;18,46;0;15,82
2018;27;270388;1,60E+02;'16E1';0;0;0;0;100;0;0
2018;27;270406;1,60E+02;'16E1';0;55,56;0;0;0;0;44,44
2018;27;270415;1,60E+08;'16E7';0;0;0;0;74,34;0;25,66
2018;27;270438;1,60E+02;'16E1';1,68;1,53;0;0;0;0;96,79
2018;27;270440;1,50E+01;'15E0';0;11,55;10,78;0;77,66;0;0
2018;27;270453;1,70E+02;'17E1';10,28;1,12;0;0;0;0;88,6
2018;27;270502;1,60E+08;'16E7';27,87;0;0;0;53,28;18,85;0
2018;26;270511;1,60E+03;'16E2';6,64;0;0;0;93,36;0;0
2018;27;270551;1,60E+02;'16E1';21,35;0;22,47;0;56,18;0;0
2018;27;270552;1,60E+02;'16E1';0;0;45,45;0;54,55;0;0
2018;27;270553;1,50E+08;'15E7';4,63;0;0;0;0;2,78;92,59
2018;27;270567;1,60E+02;'16E1';4,87;48,28;21,1;0;25,76;0;0
2018;27;270579;1,60E+08;'16E7';0;0;16,26;0;24,8;44,72;14,23
2018;27;270585;1,50E+02;'15E1';14,63;0;5,76;0;79,61;0;0
2018;27;270586;1,50E+08;'15E7';1,57;0;0;0;0;1,57;96,86
2018;27;270645;1,50E+01;'15E0';0;0;9,55;0;90,45;0;0
2018;27;270685;1,50E+02;'15E1';10,87;0;5,43;0;83,7;0;0
2018;27;270701;1,60E+03;'16E2';10,57;0;42,45;0;25,38;0;21,6
2018;27;271827;1,60E+05;'16E4';0,85;0;0;0;0;0;99,15
2018;27;271891;1,60E+05;'16E4';1,49;2,79;0;0;0;0;95,72
2018;27;272078;1,60E+05;'16E4';100;0;0;0;0;0;0
2018;27;272454;1,50E+01;'15E0';4,39;0;0;0;1,71;0;93,9
2018;27;272479;1,50E+01;'15E0';7,32;0;0;0;0;0;92,68
2018;27;272495;1,70E+02;'17E1';5,03;0;0;0;0;0;94,97
2018;27;272512;1,70E+02;'17E1';33,63;0;0;0;0;0;66,37
2018;27;272527;1,70E+02;'17E1';3,8;0;0;0;0;0;96,2
2018;27;272570;1,70E+02;'17E1';6,16;0;0;0;0;0;93,84
2018;27;272575;1,60E+02;'16E1';3,79;0;0;0;0;0;96,21
2018;27;272576;1,60E+02;'16E1';1,7;2,42;0;0;0;0;95,88
2018;27;272578;1,70E+02;'17E1';2,44;0;0;0;0;0;97,56
2018;27;272588;1,60E+03;'16E2';4,41;33,07;7,14;0;48,4;0;6,97
2018;27;272590;1,60E+02;'16E1';1,33;1,16;0;0;0;0;97,51
2018;27;272594;1,60E+02;'16E1';47,27;10,91;0;0;0;0;41,82
2018;27;272595;1,60E+03;'16E2';22,85;10,69;19,59;0;46,87;0;0
2018;27;272629;1,60E+06;'16E5';12,26;23,58;24,53;0;39,62;0;0
2018;27;272648;1,50E+01;'15E0';0;3,21;0;0;0;0;96,79
2018;27;272658;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;27;272677;1,50E+08;'15E7';6,76;0;0;0;0,68;4,05;88,51
2018;27;272678;1,50E+08;'15E7';7,41;0;0;0;0,62;4,32;87,65
2018;27;272684;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;272685;1,50E+01;'15E0';0;0;0;0;0;100;0
2018;27;272711;1,50E+01;'15E0';0;45,56;5,14;0;49,3;0;0
2018;27;272737;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;272745;1,60E+08;'16E7';37,5;0;0;0;36,41;26,09;0
2018;27;272794;1,60E+02;'16E1';9,28;1,82;0;0;0;0;88,89
2018;27;272797;1,50E+01;'15E0';100;0;0;0;0;0;0
2018;27;272798;1,60E+08;'16E7';0;0;6,83;0;66,27;14,73;12,18
2018;27;272808;1,60E+05;'16E4';31,56;0;0;0;68,44;0;0
2018;27;272817;1,60E+02;'16E1';91,18;8,82;0;0;0;0;0
2018;27;272830;1,60E+02;'16E1';38,03;30,99;0;0;0;0;30,99
2018;27;272846;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;27;272861;1,60E+02;'16E1';28,99;0;21,74;0;49,28;0;0
2018;27;272883;1,50E+02;'15E1';0;0;0;0;100;0;0
2018;27;272887;1,70E+02;'17E1';1,18;2,22;0;0;0;0;96,6
2018;27;272906;1,70E+08;'17E7';8,04;0;1,53;0;46,51;12,44;31,48
2018;27;272918;1,60E+02;'16E1';6,69;70,28;0;0;17;0;6,02
2018;27;272920;1,50E+08;'15E7';5,75;0;0;0;0;2,3;91,95
2018;27;272930;1,60E+02;'16E1';0;0;48;0;52;0;0
2018;27;272935;1,60E+02;'16E1';31,6;18,96;12,64;0;36,79;0;0
2018;27;272948;1,50E+01;'15E0';9,49;0;14,6;0;38,69;21,9;15,33
2018;27;272952;1,50E+08;'15E7';4,46;0;0;0;0,89;5,36;89,29
2018;27;272974;1,60E+02;'16E1';0;0;0;0;67,89;0;32,11
2018;27;272980;1,60E+03;'16E2';33,33;0;38,1;0;28,57;0;0
2018;27;273018;1,50E+01;'15E0';0;0;73,77;0;26,23;0;0
2018;27;273040;1,60E+03;'16E2';6,38;37,5;3,29;0;52,83;0;0
2018;27;273065;1,50E+01;'15E0';31,78;0;8,41;0;51,4;0;8,41
2018;27;273080;1,60E+02;'16E1';26,81;0;34,89;0;31,91;0;6,38
2018;27;273910;1,60E+05;'16E4';3,57;0;0;0;0;0;96,43
2018;27;273962;1,60E+05;'16E4';13,37;0;0;0;86,63;0;0
2018;27;274346;1,60E+05;'16E4';0;0;0;0;0;0;100
2018;27;274347;1,60E+05;'16E4';100;0;0;0;0;0;0
2018;27;274382;1,60E+04;'16E3';9,89;0;11,19;0;78,92;0;0
2018;27;274383;1,60E+04;'16E3';0;0;0;0;100;0;0
2018;27;274384;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;274566;1,60E+05;'16E4';7,34;27,99;11,96;0;52,72;0;0
2018;27;274567;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;274659;1,60E+07;'16E6';0;0;3,62;0;80,85;2,13;13,4
2018;27;274729;1,50E+01;'15E0';21,74;0;18,67;0;0;0;59,6
2018;27;274756;1,70E+02;'17E1';1,28;0,87;0;0;0;0;97,84
2018;27;274809;1,50E+01;'15E0';5,63;83,86;4,35;0;3;0;3,15
2018;27;274826;1,70E+02;'17E1';5,25;0;0;0;0;0;94,75
2018;27;274828;1,70E+02;'17E1';4;0;0;0;0;0;96
2018;27;274850;1,70E+02;'17E1';2,53;0;0;0;0;0;97,47
2018;27;274854;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;27;274855;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;274869;1,60E+01;'16E0';14,51;2,59;0;0;0;0;82,9
2018;27;274877;1,70E+02;'17E1';4,63;0;0;0;0;0;95,37
2018;27;274898;1,70E+02;'17E1';2,82;0;0;0;0;0;97,18
2018;27;274910;1,60E+04;'16E3';0;0;9,26;0;90,74;0;0
2018;27;274912;1,50E+01;'15E0';2,93;64,88;0;0;32,2;0;0
2018;27;274913;1,70E+02;'17E1';4,74;0;0;0;0;0;95,26
2018;27;274948;1,50E+08;'15E7';12,1;0;0;0;0,81;6,45;80,65
2018;27;274956;1,50E+08;'15E7';8,38;0;0;0;1,12;6,15;84,36
2018;27;274959;1,60E+01;'16E0';0;0;0;0;0;0;100
2018;27;274992;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;274995;1,50E+01;'15E0';34,31;14,71;0;0;14,71;0;36,27
2018;27;275001;1,60E+03;'16E2';14,7;23,69;14,35;0;47,26;0;0
2018;27;275023;1,60E+03;'16E2';5,19;0;0;0;94,81;0;0
2018;27;275041;1,60E+07;'16E6';34,64;0;11,78;0;26,33;4,62;22,63
2018;27;275065;1,60E+02;'16E1';7,46;71,64;0;0;0;0;20,9
2018;27;275077;1,70E+02;'17E1';7,94;0;36,51;0;39,68;0;15,87
2018;27;275079;1,60E+02;'16E1';0;0;0;0;100;0;0
2018;27;275091;1,60E+08;'16E7';6,76;0;9,02;0;71,82;12,4;0
2018;27;275092;1,60E+08;'16E7';0;0;0;0;96,21;0;3,79
2018;27;275096;1,50E+01;'15E0';12,99;0;26,23;0;60,78;0;0
2018;27;275139;1,50E+01;'15E0';0;95,29;0;0;0;0;4,71
2018;27;275140;1,60E+01;'16E0';100;0;0;0;0;0;0
2018;27;275164;1,60E+02;'16E1';0;0;0;0;54,55;0;45,45
2018;27;275213;1,70E+03;'17E2';50;0;50;0;0;0;0
2018;27;275216;1,60E+02;'16E1';4,14;65,56;6,43;0;20,43;0;3,45
2018;27;275221;1,60E+02;'16E1';4,1;4,65;0;0;0;0;91,25
2018;27;275226;1,50E+08;'15E7';8,47;0;0;0;0;6,78;84,75
2018;27;275238;1,60E+02;'16E1';10,1;13,42;0;0;76,48;0;0
2018;27;275239;1,60E+02;'16E1';21,24;0;23,01;0;18,58;0;37,17
2018;27;275258;1,50E+08;'15E7';4,67;0;0;0;0;1,87;93,46
2018;27;275264;1,50E+02;'15E1';0;0;100;0;0;0;0
2018;27;275319;1,50E+01;'15E0';1,12;0;40,45;24,72;33,71;0;0
2018;27;275320;1,60E+02;'16E1';8,3;2,78;0;0;0;0;88,93
2018;27;275350;1,70E+02;'17E1';3,6;0;31,18;0;27,34;11,99;25,9
2018;27;275356;1,50E+08;'15E7';45,61;0;0;0;28,95;25,44;0
2018;27;276299;1,60E+04;'16E3';1,06;0;0;0;0;0;98,94
2018;27;276744;1,50E+08;'15E7';41,1;0;0;0;45,21;13,7;0
2018;27;276849;1,70E+02;'17E1';3,12;1,37;0;0;0;0;95,5
2018;27;276939;1,70E+02;'17E1';2,45;0,89;0;0;0;0;96,66
2018;27;276952;1,70E+02;'17E1';7,33;0;0;0;0;0;92,67
2018;27;276977;1,70E+02;'17E1';1,81;0;0;0;0;0;98,19
2018;27;276986;1,70E+02;'17E1';0,91;0;0;0;0;0;99,09
2018;27;276990;1,60E+03;'16E2';16,52;8,41;22,22;0;49,85;0;3
2018;27;276991;1,70E+02;'17E1';3,29;0;0;0;0;0;96,71
2018;27;276998;1,60E+03;'16E2';31,25;8,1;9,49;0;51,16;0;0
2018;27;277004;1,50E+01;'15E0';18,25;36,5;10,95;0;27,92;0;6,39
2018;27;277019;1,60E+03;'16E2';1,97;13,54;6,32;0;73,1;0;5,08
2018;27;277032;1,50E+02;'15E1';0;71,39;0;0;28,61;0;0
2018;27;277040;1,70E+02;'17E1';0;0;0;0;0;0;100
2018;27;277043;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;277071;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;277072;1,60E+01;'16E0';0;0;0;0;0;0;100
2018;27;277073;1,70E+02;'17E1';5,1;13,14;0;0;0;0;81,75
2018;27;277089;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;277104;1,60E+06;'16E5';9,09;23,38;22,08;0;45,45;0;0
2018;27;277179;1,60E+07;'16E6';0;0;0;0;79,71;0;20,29
2018;27;277194;1,50E+01;'15E0';59,73;12,52;10,21;0;17,53;0;0
2018;27;277232;1,60E+02;'16E1';2,89;94;2,45;0;0,67;0;0
2018;27;277246;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;27;277277;1,60E+04;'16E3';0;0;54,34;0;45,66;0;0
2018;27;277288;1,60E+02;'16E1';15,85;0;16,39;0;63,93;0;3,83
2018;27;277290;1,60E+07;'16E6';0;0;0;0;100;0;0
2018;27;277294;1,60E+04;'16E3';0;0;0;0;100;0;0
2018;27;277299;1,50E+01;'15E0';6,52;0;27,72;0;57,61;8,15;0
2018;27;277337;1,50E+01;'15E0';10,2;0;27,47;0;62,32;0;0
2018;27;277346;1,50E+01;'15E0';29,59;25,51;0;0;0;0;44,9
2018;27;277347;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;27;277358;1,50E+01;'15E0';78,13;0;6,25;0;15,63;0;0
2018;27;277363;1,60E+02;'16E1';0;91,84;1,43;0;6,73;0;0
2018;27;277364;1,60E+02;'16E1';0;0;44,78;0;55,22;0;0
2018;27;277374;1,50E+01;'15E0';0;0;28;0;72;0;0
2018;27;277378;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;277389;1,50E+01;'15E0';0;0;12,66;0;44,3;0;43,04
2018;27;277399;1,60E+03;'16E2';46,71;0;36,05;0;17,24;0;0
2018;27;277433;1,60E+02;'16E1';59,87;0;21,43;0;17,4;0;1,3
2018;27;277465;1,50E+01;'15E0';2,99;0;7,46;0;89,55;0;0
2018;27;277488;1,50E+02;'15E1';41,41;0;42,19;0;16,41;0;0
2018;27;278425;1,60E+05;'16E4';1,11;0;0;0;0;0;98,89
2018;27;278485;1,60E+04;'16E3';0,59;0;0;0;0;0;99,41
2018;27;278551;1,60E+02;'16E1';0;0;0;0;100;0;0
2018;27;278717;1,60E+04;'16E3';0;0;27,7;0;72,3;0;0
2018;27;278809;1,60E+05;'16E4';0;0;59,15;0;40,85;0;0
2018;27;278845;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;278986;1,60E+05;'16E4';8,67;11,15;17,34;0;62,85;0;0
2018;27;278987;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;278988;1,50E+02;'15E1';0;62,33;0;0;37,67;0;0
2018;27;279017;1,50E+01;'15E0';0;0;35,71;0;64,29;0;0
2018;27;279022;1,50E+02;'15E1';0;64,31;0;0;35,69;0;0
2018;27;279119;1,50E+01;'15E0';13,63;55,47;3,63;0;10,66;0;16,61
2018;27;279121;1,60E+02;'16E1';1,07;0;0;0;0;0;98,93
2018;27;279126;1,60E+04;'16E3';16,41;0;12,32;0;71,27;0;0
2018;27;279127;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;279128;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;27;279176;1,60E+02;'16E1';0;0;42,11;0;57,89;0;0
2018;27;279181;1,60E+02;'16E1';5,23;4,29;0;0;0;0;90,48
2018;27;279195;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;279199;1,70E+02;'17E1';3,85;0;0;0;0;0;96,15
2018;27;279203;1,70E+02;'17E1';2,12;12,81;0;0;0;0;85,07
2018;27;279208;1,60E+04;'16E3';22,98;8,87;1,27;0;66,88;0;0
2018;27;279211;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;27;279225;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;27;279230;1,70E+02;'17E1';5,98;5,9;0;0;0;0;88,12
2018;27;279238;1,60E+03;'16E2';2,3;19,98;9,67;0;68,05;0;0
2018;27;279247;1,70E+02;'17E1';50,77;0;0;0;1,88;0;47,35
2018;27;279248;1,60E+02;'16E1';12,54;67,8;3,39;0;9,49;0;6,78
2018;27;279252;1,60E+03;'16E2';7,54;0;0;0;81,87;0;10,59
2018;27;279253;1,70E+02;'17E1';1,11;0;0;0;0;0;98,89
2018;27;279261;1,60E+02;'16E1';0;39,76;0;0;60,24;0;0
2018;27;279266;1,60E+04;'16E3';15,19;7,59;5,91;0;71,31;0;0
2018;27;279270;1,60E+02;'16E1';8,87;83,32;0;0;2,88;0;4,93
2018;27;279279;1,60E+03;'16E2';8,14;34,31;4,9;0;52,65;0;0
2018;27;279289;1,70E+02;'17E1';4,27;0;0;0;0;0;95,73
2018;27;279293;1,50E+01;'15E0';8,83;31,8;24,03;0;11,66;0;23,67
2018;27;279294;1,60E+02;'16E1';31,27;20,52;0;0;48,21;0;0
2018;27;279308;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;279321;1,50E+02;'15E1';25;19,94;18,67;0;36,39;0;0
2018;27;279324;1,70E+02;'17E1';1,69;0;0;0;0;0;98,31
2018;27;279327;1,50E+01;'15E0';0;0;13,16;0;86,84;0;0
2018;27;279333;1,50E+01;'15E0';0;0;0;0;0;0;100
2018;27;279344;1,60E+02;'16E1';8,14;78,35;0;0;13,51;0;0
2018;27;279348;1,60E+02;'16E1';11,36;0;32,42;0;18,3;0;37,92
2018;27;279356;1,60E+02;'16E1';32,36;43,64;2,18;0;4,36;0;17,45
2018;27;279364;1,60E+02;'16E1';57,14;0;42,86;0;0;0;0
2018;27;279384;1,60E+07;'16E6';6,64;0;6,83;0;67,16;0;19,37
2018;27;279405;1,60E+07;'16E6';5,96;0;12,16;0;74,37;0;7,51
2018;4;280970;1,60E+04;'16E3';3;0;0;0;0;0;97
2018;28;281487;1,60E+05;'16E4';2,38;0,74;0;0;0;0;96,88
2018;28;281615;1,60E+05;'16E4';3,11;0;0;0;0;0;96,89
2018;28;282255;1,50E+02;'15E1';0;94,84;0;0;5,16;0;0
2018;28;282270;1,60E+02;'16E1';4,17;0;0;0;0;0;95,83
2018;28;282291;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;28;282344;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;28;282356;1,60E+03;'16E2';0;30,77;7,69;0;61,54;0;0
2018;28;282367;1,70E+02;'17E1';0;2,74;0;0;0;0;97,26
2018;27;282375;1,60E+03;'16E2';7,89;25,24;25,24;0;41,64;0;0
2018;28;282376;1,60E+02;'16E1';1,19;0;0;0;0;0;98,81
2018;28;282377;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;282380;1,60E+02;'16E1';0;95,54;0;0;0;0;4,46
2018;28;282381;1,70E+02;'17E1';6,36;0;0;0;0;0;93,64
2018;28;282383;1,60E+04;'16E3';0;0;35,43;0;64,57;0;0
2018;28;282391;1,60E+01;'16E0';0;0;0;0;0;0;100
2018;28;282410;1,70E+02;'17E1';5,86;0;0;0;0;0;94,14
2018;28;282463;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;28;282469;1,60E+02;'16E1';0;20,71;34,91;0;44,38;0;0
2018;28;282472;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;28;282473;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;282478;1,50E+01;'15E0';4,68;0;0;0;0;0;95,32
2018;28;282490;1,70E+02;'17E1';2,51;0;0;0;0;0;97,49
2018;28;282497;1,70E+02;'17E1';2,26;0;0;0;0;0;97,74
2018;28;282509;1,60E+05;'16E4';6,57;8,03;17,51;0;67,89;0;0
2018;28;282520;1,60E+04;'16E3';25,06;0;0;0;74,94;0;0
2018;28;282531;1,50E+02;'15E1';1,48;90,98;0;0;7,54;0;0
2018;28;282539;1,60E+02;'16E1';7,99;86,08;0;0;0;0;5,93
2018;28;282547;1,60E+05;'16E4';0;0;43,82;0;56,18;0;0
2018;28;282548;1,60E+05;'16E4';11,93;0;0;0;88,07;0;0
2018;28;282558;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;28;282592;1,50E+01;'15E0';36,23;0;32,13;0;31,64;0;0
2018;28;282609;1,60E+08;'16E7';0;0;0;0;42,55;0;57,45
2018;28;282615;1,70E+02;'17E1';16,19;2,71;0;0;0;0;81,1
2018;28;282630;1,60E+06;'16E5';7,13;0;16,98;0;53,92;0;21,97
2018;28;282632;1,60E+02;'16E1';6,89;87,68;0;0;0;0;5,43
2018;28;282639;1,60E+02;'16E1';1,47;4,45;0;0;0;0;94,08
2018;27;282705;1,60E+03;'16E2';5,77;0;0;0;94,23;0;0
2018;28;282706;1,60E+02;'16E1';44,64;0;23,21;0;32,14;0;0
2018;28;282707;1,60E+02;'16E1';0;60,87;0;0;0;0;39,13
2018;28;282721;1,50E+01;'15E0';50,96;0;0;0;49,04;0;0
2018;28;282750;1,70E+08;'17E7';27,42;0;0;0;64,52;8,06;0
2018;27;282770;1,60E+03;'16E2';0;35,56;64,44;0;0;0;0
2018;28;282807;1,50E+01;'15E0';15,38;0;76,92;0;7,69;0;0
2018;28;282865;1,60E+02;'16E1';50;0;0;0;50;0;0
2018;28;282883;1,60E+02;'16E1';0;0;12,27;0;87,73;0;0
2018;28;282899;1,60E+03;'16E2';6,62;32,38;9,57;0;51,43;0;0
2018;28;282900;1,60E+03;'16E2';0;0;0;29,41;70,59;0;0
2018;28;283528;1,60E+05;'16E4';0;0;0;0;0;0;100
2018;28;283713;1,60E+05;'16E4';2,3;0;0;0;0;0;97,7
2018;28;284394;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;28;284411;1,70E+02;'17E1';3,96;0;0;0;0;0;96,04
2018;28;284483;1,70E+02;'17E1';2,14;0;0;0;0;0;97,86
2018;28;284503;1,60E+04;'16E3';36,23;0;0;0;63,77;0;0
2018;28;284504;1,70E+02;'17E1';2,52;0;0;0;0;0;97,48
2018;28;284506;1,70E+02;'17E1';2,93;0;0;0;0;0;97,07
2018;28;284507;1,60E+02;'16E1';2,51;0;0;0;0;0;97,49
2018;28;284517;1,50E+02;'15E1';100;0;0;0;0;0;0
2018;28;284545;1,50E+02;'15E1';100;0;0;0;0;0;0
2018;28;284552;1,70E+02;'17E1';30,6;0;0;0;0;0;69,4
2018;28;284581;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;284600;1,60E+03;'16E2';0;4,52;41,18;0;54,3;0;0
2018;28;284601;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;28;284620;1,60E+04;'16E3';2,59;68,21;4,77;0;24,42;0;0
2018;28;284621;1,60E+03;'16E2';30,45;3,71;15,19;0;50,64;0;0
2018;28;284623;1,70E+02;'17E1';0,82;0;0;0;0;0;99,18
2018;28;284637;1,60E+03;'16E2';3,95;28,14;6,99;0;60,93;0;0
2018;28;284659;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;284704;1,60E+02;'16E1';0;73,31;0;0;0;0;26,69
2018;28;284723;1,60E+02;'16E1';0;72,03;0;0;0;0;27,97
2018;28;284734;1,60E+02;'16E1';0;0;0;0;0;0;100
2018;28;284742;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;284790;1,60E+02;'16E1';0;100;0;0;0;0;0
2018;28;284793;1,50E+01;'15E0';0;0;75;0;25;0;0
2018;28;284795;1,60E+05;'16E4';0;0;0;0;100;0;0
2018;28;284796;1,60E+02;'16E1';100;0;0;0;0;0;0
2018;28;284797;1,70E+02;'17E1';0;100;0;0;0;0;0
2018;28;284858;1,60E+02;'16E1';34,36;0;38,77;0;26,87;0;0
2018;28;284891;1,60E+05;'16E4';0;0;41,76;0;58,24;0;0
2018;28;284899;1,60E+08;'16E7';0;0;6,4;0;38,27;26,35;28,98
2018;28;284930;1,60E+06;'16E5';9,21;0;20,63;0;70,16;0;0
