Año;Semestre;Cuatrimestre;Trimestre;Mes;SemanaAño;FcCaptura;IdStock;Stock;PesoCapturadoTotalDía;AcumuladoDía;CuotaStock;Porcentaje
2019;1;1;2;4;15;10/04/2019;99158541;JAX/08C.;16199;2056752,25;29534336;6,96
2019;1;1;2;4;15;11/04/2019;99158541;JAX/08C.;24149;2080901,25;29534336;7,05
2019;1;1;2;4;15;12/04/2019;99158541;JAX/08C.;23469;2104370,25;29534336;7,13
2019;1;1;2;4;15;13/04/2019;99158541;JAX/08C.;535;2104905,25;29534336;7,13
2019;1;1;2;4;15;14/04/2019;99158541;JAX/08C.;126;2105031,25;29534336;7,13
2019;1;1;2;4;16;15/04/2019;99158541;JAX/08C.;18972;2124003,25;29534336;7,19
2019;1;1;2;4;16;16/04/2019;99158541;JAX/08C.;46690;2170693,25;29534336;7,35
2019;1;1;2;4;16;17/04/2019;99158541;JAX/08C.;15521;2186214,25;29534336;7,4
2019;1;1;2;4;16;18/04/2019;99158541;JAX/08C.;9043;2195257,25;29534336;7,43
2019;1;1;2;4;16;19/04/2019;99158541;JAX/08C.;1475;2196732,25;29534336;7,44
2019;1;1;2;4;16;20/04/2019;99158541;JAX/08C.;620;2197352,25;29534336;7,44
2019;1;1;2;4;16;21/04/2019;99158541;JAX/08C.;1170;2198522,25;29534336;7,44
2019;1;1;2;4;17;22/04/2019;99158541;JAX/08C.;74808;2273330,25;29534336;7,7
2019;1;1;2;4;17;23/04/2019;99158541;JAX/08C.;39827;2313157,25;29534336;7,83
2019;1;1;2;4;17;24/04/2019;99158541;JAX/08C.;16914;2330071,25;29534336;7,89
2019;1;1;2;4;17;25/04/2019;99158541;JAX/08C.;12771;2342842,25;29534336;7,93
2019;1;1;2;4;17;26/04/2019;99158541;JAX/08C.;14251;2357093,25;29534336;7,98
2019;1;1;2;4;17;27/04/2019;99158541;JAX/08C.;1170;2358263,25;29534336;7,98
2019;1;1;2;4;17;28/04/2019;99158541;JAX/08C.;2233;2360496,25;29534336;7,99
2019;1;1;2;4;18;29/04/2019;99158541;JAX/08C.;46904;2407400,25;29534336;8,15
2019;1;1;2;4;18;30/04/2019;99158541;JAX/08C.;47097,5;2454497,75;29534336;8,31
2019;1;2;2;5;18;01/05/2019;99158541;JAX/08C.;33225;2487722,75;29534336;8,42
2019;1;2;2;5;18;02/05/2019;99158541;JAX/08C.;28070,5;2515793,25;29534336;8,52
2019;1;2;2;5;18;03/05/2019;99158541;JAX/08C.;31215;2547008,25;29534336;8,62
2019;1;2;2;5;18;04/05/2019;99158541;JAX/08C.;1556;2548564,25;29534336;8,63
2019;1;2;2;5;18;05/05/2019;99158541;JAX/08C.;876;2549440,25;29534336;8,63
2019;1;2;2;5;19;06/05/2019;99158541;JAX/08C.;92366;2641806,25;29534336;8,94
2019;1;2;2;5;19;07/05/2019;99158541;JAX/08C.;55500;2697306,25;29534336;9,13
2019;1;2;2;5;19;08/05/2019;99158541;JAX/08C.;14039;2711345,25;29534336;9,18
2019;1;2;2;5;19;09/05/2019;99158541;JAX/08C.;42594;2753939,25;29534336;9,32
2019;1;2;2;5;19;10/05/2019;99158541;JAX/08C.;22534;2776473,25;29534336;9,4
2019;1;2;2;5;19;12/05/2019;99158541;JAX/08C.;250;2776723,25;29534336;9,4
2019;1;2;2;5;20;13/05/2019;99158541;JAX/08C.;24124;2800847,25;29534336;9,48
2019;1;2;2;5;20;14/05/2019;99158541;JAX/08C.;63193;2864040,25;29534336;9,7
2019;1;2;2;5;20;15/05/2019;99158541;JAX/08C.;59174;2923214,25;29534336;9,9
2019;1;2;2;5;20;16/05/2019;99158541;JAX/08C.;53599;2976813,25;29534336;10,08
2019;1;2;2;5;20;17/05/2019;99158541;JAX/08C.;15788;2992601,25;29534336;10,13
2019;1;2;2;5;20;19/05/2019;99158541;JAX/08C.;2800;2995401,25;29534336;10,14
2019;1;2;2;5;21;20/05/2019;99158541;JAX/08C.;57251;3052652,25;29534336;10,34
2019;1;2;2;5;21;21/05/2019;99158541;JAX/08C.;85483;3138135,25;29534336;10,63
2019;1;2;2;5;21;22/05/2019;99158541;JAX/08C.;107842;3245977,25;29534336;10,99
2019;1;2;2;5;21;23/05/2019;99158541;JAX/08C.;124955;3370932,25;29534336;11,41
2019;1;2;2;5;21;24/05/2019;99158541;JAX/08C.;90419;3461351,25;29534336;11,72
2019;1;2;2;5;21;25/05/2019;99158541;JAX/08C.;130;3461481,25;29534336;11,72
2019;1;2;2;5;21;26/05/2019;99158541;JAX/08C.;1640;3463121,25;29534336;11,73
2019;1;2;2;5;22;27/05/2019;99158541;JAX/08C.;51544;3514665,25;29534336;11,9
2019;1;2;2;5;22;28/05/2019;99158541;JAX/08C.;78633;3593298,25;29534336;12,17
2019;1;2;2;5;22;29/05/2019;99158541;JAX/08C.;112304;3705602,25;29534336;12,55
2019;1;2;2;5;22;30/05/2019;99158541;JAX/08C.;119943;3825545,25;29534336;12,95
2019;1;2;2;5;22;31/05/2019;99158541;JAX/08C.;69807;3895352,25;29534336;13,19
2019;1;2;2;6;22;01/06/2019;99158541;JAX/08C.;50;3895402,25;29534336;13,19
2019;1;2;2;6;22;02/06/2019;99158541;JAX/08C.;40;3895442,25;29534336;13,19
2019;1;2;2;6;23;03/06/2019;99158541;JAX/08C.;74661;3970103,25;29534336;13,44
2019;1;2;2;6;23;04/06/2019;99158541;JAX/08C.;94714;4064817,25;29534336;13,76
2019;1;2;2;6;23;05/06/2019;99158541;JAX/08C.;126237;4191054,25;29534336;14,19
2019;1;2;2;6;23;06/06/2019;99158541;JAX/08C.;137636;4328690,25;29534336;14,66
2019;1;2;2;6;23;07/06/2019;99158541;JAX/08C.;6885;4335575,25;29534336;14,68
2019;1;2;2;6;23;08/06/2019;99158541;JAX/08C.;44;4335619,25;29534336;14,68
2019;1;2;2;6;24;10/06/2019;99158541;JAX/08C.;100077;4435696,25;29534336;15,02
2019;1;2;2;6;24;11/06/2019;99158541;JAX/08C.;198699;4634395,25;29534336;15,69
2019;1;2;2;6;24;12/06/2019;99158541;JAX/08C.;96037;4730432,25;29534336;16,02
2019;1;2;2;6;24;13/06/2019;99158541;JAX/08C.;215977;4946409,25;29534336;16,75
2019;1;2;2;6;24;14/06/2019;99158541;JAX/08C.;166783;5113192,25;29534336;17,31
2019;1;2;2;6;25;17/06/2019;99158541;JAX/08C.;128005;5241197,25;29534336;17,75
2019;1;2;2;6;25;18/06/2019;99158541;JAX/08C.;255816;5497013,25;29534336;18,61
2019;1;2;2;6;25;19/06/2019;99158541;JAX/08C.;133093;5630106,25;29534336;19,06
2019;1;2;2;6;25;20/06/2019;99158541;JAX/08C.;87343;5717449,25;29534336;19,36
2019;1;2;2;6;25;21/06/2019;99158541;JAX/08C.;47930;5765379,25;29534336;19,52
2019;1;2;2;6;26;24/06/2019;99158541;JAX/08C.;52309;5817688,25;29534336;19,7
2019;1;2;2;6;26;25/06/2019;99158541;JAX/08C.;225399;6043087,25;29534336;20,46
2019;1;2;2;6;26;26/06/2019;99158541;JAX/08C.;332811;6375898,25;29534336;21,59
2019;1;2;2;6;26;27/06/2019;99158541;JAX/08C.;368411;6744309,25;29534336;22,84
2019;1;2;2;6;26;28/06/2019;99158541;JAX/08C.;178243;6922552,25;29534336;23,44
2019;2;2;3;7;27;01/07/2019;99158541;JAX/08C.;35063;6957615,25;29534336;23,56
2019;2;2;3;7;27;02/07/2019;99158541;JAX/08C.;72994;7030609,25;29534336;23,8
2019;2;2;3;7;27;03/07/2019;99158541;JAX/08C.;74720;7105329,25;29534336;24,06
2019;2;2;3;7;27;04/07/2019;99158541;JAX/08C.;212505;7317834,25;29534336;24,78
2019;2;2;3;7;27;05/07/2019;99158541;JAX/08C.;121618;7439452,25;29534336;25,19
2019;2;2;3;7;28;08/07/2019;99158541;JAX/08C.;108866;7548318,25;29534336;25,56
2019;2;2;3;7;28;09/07/2019;99158541;JAX/08C.;197807;7746125,25;29534336;26,23
2019;2;2;3;7;28;10/07/2019;99158541;JAX/08C.;175546;7921671,25;29534336;26,82
2019;2;2;3;7;28;11/07/2019;99158541;JAX/08C.;199016;8120687,25;29534336;27,5
2019;2;2;3;7;28;12/07/2019;99158541;JAX/08C.;186609;8307296,25;29534336;28,13
2019;2;2;3;7;29;15/07/2019;99158541;JAX/08C.;50736;8358032,25;29534336;28,3
2019;2;2;3;7;29;16/07/2019;99158541;JAX/08C.;118348;8476380,25;29534336;28,7
2019;2;2;3;7;29;17/07/2019;99158541;JAX/08C.;181905;8658285,25;29534336;29,32
2019;2;2;3;7;29;18/07/2019;99158541;JAX/08C.;261193,5;8919478,75;29534336;30,2
2019;2;2;3;7;29;19/07/2019;99158541;JAX/08C.;186386;9105864,75;29534336;30,83
2019;2;2;3;7;29;20/07/2019;99158541;JAX/08C.;1727;9107591,75;29534336;30,84
2019;2;2;3;7;29;21/07/2019;99158541;JAX/08C.;455;9108046,75;29534336;30,84
2019;2;2;3;7;30;22/07/2019;99158541;JAX/08C.;32249;9140295,75;29534336;30,95
2019;2;2;3;7;30;23/07/2019;99158541;JAX/08C.;166265;9306560,75;29534336;31,51
2019;2;2;3;7;30;24/07/2019;99158541;JAX/08C.;215273;9521833,75;29534336;32,24
2019;2;2;3;7;30;25/07/2019;99158541;JAX/08C.;296718;9818551,75;29534336;33,24
2019;2;2;3;7;30;26/07/2019;99158541;JAX/08C.;100715;9919266,75;29534336;33,59
2019;2;2;3;7;31;29/07/2019;99158541;JAX/08C.;24027;9943293,75;29534336;33,67
2019;2;2;3;7;31;30/07/2019;99158541;JAX/08C.;175712;10119005,75;29534336;34,26
2019;2;2;3;7;31;31/07/2019;99158541;JAX/08C.;196616;10315621,75;29534336;34,93
2019;2;2;3;8;31;01/08/2019;99158541;JAX/08C.;155310;10470931,75;29534336;35,45
2019;2;2;3;8;31;02/08/2019;99158541;JAX/08C.;175181;10646112,75;29534336;36,05
2019;2;2;3;8;32;05/08/2019;99158541;JAX/08C.;70201;10716313,75;29534336;36,28
2019;2;2;3;8;32;06/08/2019;99158541;JAX/08C.;145639;10861952,75;29534336;36,78
2019;2;2;3;8;32;07/08/2019;99158541;JAX/08C.;219993;11081945,75;29534336;37,52
2019;2;2;3;8;32;08/08/2019;99158541;JAX/08C.;109155;11191100,75;29534336;37,89
2019;2;2;3;8;32;09/08/2019;99158541;JAX/08C.;15983;11207083,75;29534336;37,95
2019;2;2;3;8;32;11/08/2019;99158541;JAX/08C.;42;11207125,75;29534336;37,95
2019;2;2;3;8;33;12/08/2019;99158541;JAX/08C.;78302,25;11285428;29534336;38,21
2019;2;2;3;8;33;13/08/2019;99158541;JAX/08C.;183647;11469075;29534336;38,83
2019;2;2;3;8;33;14/08/2019;99158541;JAX/08C.;160868;11629943;29534336;39,38
2019;2;2;3;8;33;15/08/2019;99158541;JAX/08C.;132148;11762091;29534336;39,83
2019;2;2;3;8;33;16/08/2019;99158541;JAX/08C.;48714;11810805;29534336;39,99
2019;2;2;3;8;33;17/08/2019;99158541;JAX/08C.;30;11810835;29534336;39,99
2019;2;2;3;8;33;18/08/2019;99158541;JAX/08C.;42;11810877;29534336;39,99
2019;2;2;3;8;34;19/08/2019;99158541;JAX/08C.;54427;11865304;29534336;40,17
2019;2;2;3;8;34;20/08/2019;99158541;JAX/08C.;77896;11943200;29534336;40,44
2019;2;2;3;8;34;21/08/2019;99158541;JAX/08C.;41061;11984261;29534336;40,58
2019;2;2;3;8;34;22/08/2019;99158541;JAX/08C.;126229;12110490;29534336;41
2019;2;2;3;8;34;23/08/2019;99158541;JAX/08C.;116572;12227062;29534336;41,4
2019;2;2;3;8;35;26/08/2019;99158541;JAX/08C.;160055;12387117;29534336;41,94
2019;2;2;3;8;35;27/08/2019;99158541;JAX/08C.;303969;12691086;29534336;42,97
2019;2;2;3;8;35;28/08/2019;99158541;JAX/08C.;178797;12869883;29534336;43,58
2019;2;2;3;8;35;29/08/2019;99158541;JAX/08C.;261039;13130922;29534336;44,46
2019;2;2;3;8;35;30/08/2019;99158541;JAX/08C.;123375;13254297;29534336;44,88
2019;2;3;3;9;35;01/09/2019;99158541;JAX/08C.;1868;13256165;29534336;44,88
2019;2;3;3;9;36;02/09/2019;99158541;JAX/08C.;68548;13324713;29534336;45,12
2019;2;3;3;9;36;03/09/2019;99158541;JAX/08C.;94041;13418754;29534336;45,43
2019;2;3;3;9;36;04/09/2019;99158541;JAX/08C.;126213;13544967;29534336;45,86
2019;2;3;3;9;36;05/09/2019;99158541;JAX/08C.;6119;13551086;29534336;45,88
2019;2;3;3;9;36;06/09/2019;99158541;JAX/08C.;4781;13555867;29534336;45,9
2019;2;3;3;9;36;07/09/2019;99158541;JAX/08C.;600;13556467;29534336;45,9
2019;2;3;3;9;36;08/09/2019;99158541;JAX/08C.;700;13557167;29534336;45,9
2019;2;3;3;9;37;09/09/2019;99158541;JAX/08C.;68715;13625882;29534336;46,14
2019;2;3;3;9;37;10/09/2019;99158541;JAX/08C.;63533;13689415;29534336;46,35
2019;2;3;3;9;37;11/09/2019;99158541;JAX/08C.;124196;13813611;29534336;46,77
2019;2;3;3;9;37;12/09/2019;99158541;JAX/08C.;170202,9;13983813,9;29534336;47,35
2019;2;3;3;9;37;13/09/2019;99158541;JAX/08C.;68474;14052287,9;29534336;47,58
2019;2;3;3;9;37;14/09/2019;99158541;JAX/08C.;55;14052342,9;29534336;47,58
2019;2;3;3;9;37;15/09/2019;99158541;JAX/08C.;245;14052587,9;29534336;47,58
2019;2;3;3;9;38;16/09/2019;99158541;JAX/08C.;121685;14174272,9;29534336;47,99
2019;2;3;3;9;38;17/09/2019;99158541;JAX/08C.;127281;14301553,9;29534336;48,42
2019;2;3;3;9;38;18/09/2019;99158541;JAX/08C.;154860,5;14456414,4;29534336;48,95
2019;2;3;3;9;38;19/09/2019;99158541;JAX/08C.;203811;14660225,4;29534336;49,64
2019;2;3;3;9;38;20/09/2019;99158541;JAX/08C.;122160,5;14782385,9;29534336;50,05
2019;2;3;3;9;39;23/09/2019;99158541;JAX/08C.;58419;14840804,9;29534336;50,25
2019;2;3;3;9;39;24/09/2019;99158541;JAX/08C.;163387;15004191,9;29534336;50,8
2019;2;3;3;9;39;25/09/2019;99158541;JAX/08C.;312378;15316569,9;29534336;51,86
2019;2;3;3;9;39;26/09/2019;99158541;JAX/08C.;273313;15589882,9;29534336;52,79
2019;2;3;3;9;39;27/09/2019;99158541;JAX/08C.;141666;15731548,9;29534336;53,27
2019;2;3;3;9;39;29/09/2019;99158541;JAX/08C.;726;15732274,9;29534336;53,27
2019;2;3;3;9;40;30/09/2019;99158541;JAX/08C.;169931;15902205,9;29534336;53,84
2019;2;3;4;10;40;01/10/2019;99158541;JAX/08C.;420068;16322273,9;29534336;55,27
2019;2;3;4;10;40;02/10/2019;99158541;JAX/08C.;132788;16455061,9;29534336;55,72
2019;2;3;4;10;40;03/10/2019;99158541;JAX/08C.;290002,5;16745064,4;29534336;56,7
2019;2;3;4;10;40;04/10/2019;99158541;JAX/08C.;91030;16836094,4;29534336;57,01
2019;2;3;4;10;41;07/10/2019;99158541;JAX/08C.;86942;16923036,4;29534336;57,3
2019;2;3;4;10;41;08/10/2019;99158541;JAX/08C.;168400;17091436,4;29534336;57,87
2019;2;3;4;10;41;09/10/2019;99158541;JAX/08C.;181111;17272547,4;29534336;58,48
2019;2;3;4;10;41;10/10/2019;99158541;JAX/08C.;214870;17487417,4;29534336;59,21
2019;2;3;4;10;41;11/10/2019;99158541;JAX/08C.;110892;17598309,4;29534336;59,59
2019;2;3;4;10;41;13/10/2019;99158541;JAX/08C.;114;17598423,4;29534336;59,59
2019;2;3;4;10;42;14/10/2019;99158541;JAX/08C.;19322;17617745,4;29534336;59,65
2019;2;3;4;10;42;15/10/2019;99158541;JAX/08C.;26792;17644537,4;29534336;59,74
2019;2;3;4;10;42;16/10/2019;99158541;JAX/08C.;109333;17753870,4;29534336;60,11
2019;2;3;4;10;42;17/10/2019;99158541;JAX/08C.;178997;17932867,4;29534336;60,72
2019;2;3;4;10;42;18/10/2019;99158541;JAX/08C.;58456;17991323,4;29534336;60,92
2019;2;3;4;10;42;19/10/2019;99158541;JAX/08C.;1230;17992553,4;29534336;60,92
2019;2;3;4;10;42;20/10/2019;99158541;JAX/08C.;125;17992678,4;29534336;60,92
2019;2;3;4;10;43;21/10/2019;99158541;JAX/08C.;93569;18086247,4;29534336;61,24
2019;2;3;4;10;43;22/10/2019;99158541;JAX/08C.;231145;18317392,4;29534336;62,02
2019;2;3;4;10;43;23/10/2019;99158541;JAX/08C.;238997;18556389,4;29534336;62,83
2019;2;3;4;10;43;24/10/2019;99158541;JAX/08C.;126584;18682973,4;29534336;63,26
2019;2;3;4;10;43;25/10/2019;99158541;JAX/08C.;66453;18749426,4;29534336;63,48
2019;2;3;4;10;43;26/10/2019;99158541;JAX/08C.;264;18749690,4;29534336;63,48
2019;2;3;4;10;43;27/10/2019;99158541;JAX/08C.;54;18749744,4;29534336;63,48
2019;2;3;4;10;44;28/10/2019;99158541;JAX/08C.;61868;18811612,4;29534336;63,69
2019;2;3;4;10;44;29/10/2019;99158541;JAX/08C.;167516;18979128,4;29534336;64,26
2019;2;3;4;10;44;30/10/2019;99158541;JAX/08C.;246714;19225842,4;29534336;65,1
2019;2;3;4;10;44;31/10/2019;99158541;JAX/08C.;345219;19571061,4;29534336;66,27
2019;2;3;4;11;44;01/11/2019;99158541;JAX/08C.;57028;19628089,4;29534336;66,46
2019;2;3;4;11;45;05/11/2019;99158541;JAX/08C.;5674;19633763,4;29534336;66,48
2019;2;3;4;11;45;06/11/2019;99158541;JAX/08C.;3735;19637498,4;29534336;66,49
2019;2;3;4;11;45;07/11/2019;99158541;JAX/08C.;979;19638477,4;29534336;66,49
2019;2;3;4;11;45;09/11/2019;99158541;JAX/08C.;254;19638731,4;29534336;66,49
2019;2;3;4;11;45;10/11/2019;99158541;JAX/08C.;1072;19639803,4;29534336;66,5
2019;2;3;4;11;46;11/11/2019;99158541;JAX/08C.;10427;19650230,4;29534336;66,53
2019;2;3;4;11;46;12/11/2019;99158541;JAX/08C.;8140;19658370,4;29534336;66,56
2019;2;3;4;11;46;13/11/2019;99158541;JAX/08C.;26179;19684549,4;29534336;66,65
2019;2;3;4;11;46;14/11/2019;99158541;JAX/08C.;1570;19686119,4;29534336;66,66
2019;2;3;4;11;46;15/11/2019;99158541;JAX/08C.;110;19686229,4;29534336;66,66
2019;2;3;4;11;46;16/11/2019;99158541;JAX/08C.;24;19686253,4;29534336;66,66
2019;2;3;4;11;46;17/11/2019;99158541;JAX/08C.;108;19686361,4;29534336;66,66
2019;2;3;4;11;47;18/11/2019;99158541;JAX/08C.;168130;19854491,4;29534336;67,23
2019;2;3;4;11;47;19/11/2019;99158541;JAX/08C.;400277;20254768,4;29534336;68,58
2019;2;3;4;11;47;20/11/2019;99158541;JAX/08C.;261793;20516561,4;29534336;69,47
2019;2;3;4;11;47;21/11/2019;99158541;JAX/08C.;101220;20617781,4;29534336;69,81
2019;2;3;4;11;47;22/11/2019;99158541;JAX/08C.;39559;20657340,4;29534336;69,94
2019;2;3;4;11;47;23/11/2019;99158541;JAX/08C.;36;20657376,4;29534336;69,94
2019;2;3;4;11;47;24/11/2019;99158541;JAX/08C.;402;20657778,4;29534336;69,94
2019;2;3;4;11;48;25/11/2019;99158541;JAX/08C.;70877;20728655,4;29534336;70,18
2019;2;3;4;11;48;26/11/2019;99158541;JAX/08C.;84108;20812763,4;29534336;70,47
2019;2;3;4;11;48;27/11/2019;99158541;JAX/08C.;3747;20816510,4;29534336;70,48
2019;2;3;4;11;48;28/11/2019;99158541;JAX/08C.;10776;20827286,4;29534336;70,52
2019;2;3;4;11;48;29/11/2019;99158541;JAX/08C.;6128;20833414,4;29534336;70,54
2019;2;3;4;12;48;01/12/2019;99158541;JAX/08C.;576;20833990,4;29534336;70,54
2019;2;3;4;12;49;02/12/2019;99158541;JAX/08C.;5864;20839854,4;29534336;70,56
2019;2;3;4;12;49;03/12/2019;99158541;JAX/08C.;19316;20859170,4;29534336;70,63
2019;2;3;4;12;49;04/12/2019;99158541;JAX/08C.;11204,5;20870374,9;29534336;70,66
2019;2;3;4;12;49;05/12/2019;99158541;JAX/08C.;88787;20959161,9;29534336;70,97
2019;2;3;4;12;49;06/12/2019;99158541;JAX/08C.;1336;20960497,9;29534336;70,97
2019;2;3;4;12;49;07/12/2019;99158541;JAX/08C.;30;20960527,9;29534336;70,97
2019;2;3;4;12;49;08/12/2019;99158541;JAX/08C.;23;20960550,9;29534336;70,97
2019;2;3;4;12;50;09/12/2019;99158541;JAX/08C.;1636;20962186,9;29534336;70,98
2019;2;3;4;12;50;10/12/2019;99158541;JAX/08C.;50249;21012435,9;29534336;71,15
2019;2;3;4;12;50;11/12/2019;99158541;JAX/08C.;10996;21023431,9;29534336;71,18
2019;2;3;4;12;50;12/12/2019;99158541;JAX/08C.;826,5;21024258,4;29534336;71,19
2019;2;3;4;12;50;14/12/2019;99158541;JAX/08C.;230;21024488,4;29534336;71,19
2019;2;3;4;12;50;15/12/2019;99158541;JAX/08C.;204;21024692,4;29534336;71,19
2019;2;3;4;12;51;16/12/2019;99158541;JAX/08C.;37645;21062337,4;29534336;71,31
2019;2;3;4;12;51;17/12/2019;99158541;JAX/08C.;54135;21116472,4;29534336;71,5
2019;2;3;4;12;51;18/12/2019;99158541;JAX/08C.;52736;21169208,4;29534336;71,68
2019;2;3;4;12;51;19/12/2019;99158541;JAX/08C.;9688;21178896,4;29534336;71,71
2019;2;3;4;12;51;20/12/2019;99158541;JAX/08C.;4150;21183046,4;29534336;71,72
2019;2;3;4;12;51;21/12/2019;99158541;JAX/08C.;324;21183370,4;29534336;71,72
2019;2;3;4;12;52;23/12/2019;99158541;JAX/08C.;3671;21187041,4;29534336;71,74
2019;2;3;4;12;52;24/12/2019;99158541;JAX/08C.;3400;21190441,4;29534336;71,75
2019;2;3;4;12;52;26/12/2019;99158541;JAX/08C.;3102;21193543,4;29534336;71,76
2019;2;3;4;12;52;27/12/2019;99158541;JAX/08C.;7770;21201313,4;29534336;71,79
2019;2;3;4;12;52;28/12/2019;99158541;JAX/08C.;7044;21208357,4;29534336;71,81
2019;2;3;4;12;52;29/12/2019;99158541;JAX/08C.;254;21208611,4;29534336;71,81
2019;2;3;4;12;1;30/12/2019;99158541;JAX/08C.;29608;21238219,4;29534336;71,91
2019;2;3;4;12;1;31/12/2019;99158541;JAX/08C.;15125;21253344,4;29534336;71,96
2019;2;2;3;7;28;10/07/2019;99158552;NEP/08C.;196;196;2943;6,66
2019;2;2;3;7;28;11/07/2019;99158552;NEP/08C.;48;244;2943;8,29
2019;2;2;3;7;28;12/07/2019;99158552;NEP/08C.;25;269;2943;9,14
2019;2;2;3;7;29;16/07/2019;99158552;NEP/08C.;95;364;2943;12,37
2019;2;2;3;7;29;17/07/2019;99158552;NEP/08C.;59;423;2943;14,37
2019;2;2;3;7;29;18/07/2019;99158552;NEP/08C.;30;453;2943;15,39
2019;2;2;3;7;30;24/07/2019;99158552;NEP/08C.;16;469;2943;15,94
2019;2;2;3;7;30;25/07/2019;99158552;NEP/08C.;36;505;2943;17,16
2019;2;2;3;7;30;26/07/2019;99158552;NEP/08C.;36;541;2943;18,38
2019;2;2;3;7;31;31/07/2019;99158552;NEP/08C.;96;637;2943;21,64
2019;2;2;3;8;31;01/08/2019;99158552;NEP/08C.;233,4;870,4;2943;29,58
2019;2;2;3;8;31;02/08/2019;99158552;NEP/08C.;150;1020,4;2943;34,67
2019;2;2;3;8;32;07/08/2019;99158552;NEP/08C.;150;1170,4;2943;39,77
2019;2;2;3;8;32;08/08/2019;99158552;NEP/08C.;156;1326,4;2943;45,07
2019;2;2;3;8;33;12/08/2019;99158552;NEP/08C.;143,25;1469,65;2943;49,94
2019;2;2;3;8;33;13/08/2019;99158552;NEP/08C.;150;1619,65;2943;55,03
2019;2;2;3;8;34;21/08/2019;99158552;NEP/08C.;150;1769,65;2943;60,13
2019;2;2;3;8;34;22/08/2019;99158552;NEP/08C.;156,5;1926,15;2943;65,45
2019;2;2;3;8;35;28/08/2019;99158552;NEP/08C.;150,75;2076,9;2943;70,57
2019;2;2;3;8;35;29/08/2019;99158552;NEP/08C.;150;2226,9;2943;75,67
2019;2;3;3;9;37;11/09/2019;99158552;NEP/08C.;80;2306,9;2943;78,39
2019;2;3;3;9;37;12/09/2019;99158552;NEP/08C.;78,2;2385,1;2943;81,04
2019;2;3;3;9;38;18/09/2019;99158552;NEP/08C.;80;2465,1;2943;83,76
2019;2;3;3;9;38;19/09/2019;99158552;NEP/08C.;58,3;2523,4;2943;85,74
2019;2;3;3;9;39;25/09/2019;99158552;NEP/08C.;56,5;2579,9;2943;87,66
2019;2;3;3;9;39;26/09/2019;99158552;NEP/08C.;50;2629,9;2943;89,36
2019;1;1;1;1;1;02/01/2019;99158571;POL/08C.;535;535;230880;0,23
2019;1;1;1;1;1;03/01/2019;99158571;POL/08C.;485;1020;230880;0,44
2019;1;1;1;1;1;04/01/2019;99158571;POL/08C.;635;1655;230880;0,72
2019;1;1;1;1;2;07/01/2019;99158571;POL/08C.;650;2305;230880;1
2019;1;1;1;1;2;08/01/2019;99158571;POL/08C.;1039;3344;230880;1,45
2019;1;1;1;1;2;09/01/2019;99158571;POL/08C.;1214;4558;230880;1,97
2019;1;1;1;1;2;10/01/2019;99158571;POL/08C.;777;5335;230880;2,31
2019;1;1;1;1;2;11/01/2019;99158571;POL/08C.;663;5998;230880;2,6
2019;1;1;1;1;3;14/01/2019;99158571;POL/08C.;930;6928;230880;3
2019;1;1;1;1;3;15/01/2019;99158571;POL/08C.;1090,1;8018,1;230880;3,47
2019;1;1;1;1;3;16/01/2019;99158571;POL/08C.;832;8850,1;230880;3,83
2019;1;1;1;1;3;17/01/2019;99158571;POL/08C.;870;9720,1;230880;4,21
2019;1;1;1;1;3;18/01/2019;99158571;POL/08C.;921;10641,1;230880;4,61
2019;1;1;1;1;4;21/01/2019;99158571;POL/08C.;773,18;11414,28;230880;4,94
2019;1;1;1;1;4;22/01/2019;99158571;POL/08C.;540;11954,28;230880;5,18
2019;1;1;1;1;4;24/01/2019;99158571;POL/08C.;353;12307,28;230880;5,33
2019;1;1;1;1;4;25/01/2019;99158571;POL/08C.;700,35;13007,63;230880;5,63
2019;1;1;1;1;5;28/01/2019;99158571;POL/08C.;255;13262,63;230880;5,74
2019;1;1;1;1;5;29/01/2019;99158571;POL/08C.;100;13362,63;230880;5,79
2019;1;1;1;1;5;30/01/2019;99158571;POL/08C.;170;13532,63;230880;5,86
2019;1;1;1;2;6;04/02/2019;99158571;POL/08C.;752;14284,63;230880;6,19
2019;1;1;1;2;6;05/02/2019;99158571;POL/08C.;992;15276,63;230880;6,62
2019;1;1;1;2;6;06/02/2019;99158571;POL/08C.;473;15749,63;230880;6,82
2019;1;1;1;2;6;07/02/2019;99158571;POL/08C.;500;16249,63;230880;7,04
2019;1;1;1;2;6;08/02/2019;99158571;POL/08C.;350;16599,63;230880;7,19
2019;1;1;1;2;7;11/02/2019;99158571;POL/08C.;195;16794,63;230880;7,27
2019;1;1;1;2;7;12/02/2019;99158571;POL/08C.;385,7;17180,33;230880;7,44
2019;1;1;1;2;7;13/02/2019;99158571;POL/08C.;231;17411,33;230880;7,54
2019;1;1;1;2;7;14/02/2019;99158571;POL/08C.;472;17883,33;230880;7,75
2019;1;1;1;2;7;15/02/2019;99158571;POL/08C.;309;18192,33;230880;7,88
2019;1;1;1;2;8;18/02/2019;99158571;POL/08C.;450;18642,33;230880;8,07
2019;1;1;1;2;8;19/02/2019;99158571;POL/08C.;485,2;19127,53;230880;8,28
2019;1;1;1;2;8;20/02/2019;99158571;POL/08C.;433;19560,53;230880;8,47
